sink_id,timestamp,cur_time,throughput
3,1565729298286,1565729298358,9301
3,1565729298901,1565729298958,8883
3,1565729299368,1565729299460,9223
3,1565729299898,1565729299961,10059
3,1565729300491,1565729300561,8266
3,1565729301064,1565729301161,9716
3,1565729301555,1565729301662,8542
3,1565729302187,1565729302262,9400
3,1565729302654,1565729302763,8722
3,1565729303184,1565729303275,8867
3,1565729303675,1565729303776,9061
3,1565729304307,1565729304376,8950
3,1565729304841,1565729304877,9840
3,1565729305371,1565729305477,8033
3,1565729305791,1565729305978,7664
3,1565729306342,1565729306479,10718
3,1565729307000,1565729307079,10383
3,1565729307487,1565729307580,7724
3,1565729308021,1565729308124,9430
3,1565729308547,1565729308625,9520
3,1565729309183,1565729309225,9383
3,1565729309713,1565729309726,9840
3,1565729310243,1565729310326,7700
3,1565729310794,1565729310827,10518
3,1565729311346,1565729311408,8605
3,1565729311833,1565729311927,7687
3,1565729312406,1565729312428,11856
3,1565729312897,1565729312929,9381
3,1565729313360,1565729313459,9037
3,1565729313890,1565729313960,10798
3,1565729314483,1565729314560,9800
3,1565729315013,1565729315061,9780
3,1565729315480,1565729315562,9620
3,1565729316010,1565729316063,11457
3,1565729316540,1565729316662,7412
3,1565729317137,1565729317163,10878
3,1565729317578,1565729317664,8163
3,1565729318193,1565729318192,9696
3,1565729318723,1565729318764,8479
3,1565729319168,1565729319265,9281
3,1565729319783,1565729319865,9550
3,1565729320334,1565729320366,11357
3,1565729320886,1565729320966,8300
3,1565729305473,1565729325642,0
3,1565729305791,1565729326239,4757
3,1565729306113,1565729326740,6686
3,1565729306643,1565729327340,9250
3,1565729307296,1565729327841,8822
3,1565729307703,1565729328441,10066
3,1565729308166,1565729328942,11197
3,1565729309077,1565729329541,8781
3,1565729309522,1565729330042,8443
3,1565729310031,1565729330543,10978
3,1565729310459,1565729331092,10637
3,1565729311095,1565729331593,10938
3,1565729311664,1565729332094,12395
3,1565729312367,1565729332693,8797
3,1565729313003,1565729333194,13293
3,1565729313745,1565729333695,14930
3,1565729314483,1565729334295,8516
3,1565729314950,1565729334796,13852
3,1565729315861,1565729335395,10868
3,1565729316501,1565729335896,14590
3,1565729317345,1565729336397,13073
3,1565729318087,1565729336949,13007
3,1565729318829,1565729337497,13211
3,1565729319592,1565729337998,15049
3,1565729320313,1565729338598,11633
3,1565729320886,1565729339146,13138
3,1565729321818,1565729339647,13453
3,1565729322437,1565729340247,12066
3,1565729323302,1565729340748,13572
3,1565729323815,1565729341297,11001
3,1565729324451,1565729341848,10272
3,1565729325295,1565729342349,13493
3,1565729325952,1565729342878,11947
3,1565729326504,1565729343449,12171
3,1565729327246,1565729343950,13333
3,1565729328055,1565729344550,11650
3,1565729329005,1565729345051,15748
3,1565729329472,1565729345651,9966
3,1565729330108,1565729346152,12135
3,1565729331040,1565729346679,11802
3,1565729331765,1565729347180,15928
3,1565729332736,1565729347780,12083
3,1565729333457,1565729348281,15209
3,1565729334220,1565729348881,13200
3,1565729335157,1565729349481,11550
3,1565729335789,1565729349982,11337
3,1565729336362,1565729350489,11735
3,1565729337167,1565729350990,12534
3,1565729337718,1565729351491,12455
3,1565729338439,1565729352090,8664
3,1565729339096,1565729352591,13632
3,1565729339732,1565729353092,10538
3,1565729340135,1565729353692,6333
3,1565729340775,1565729354193,13692
3,1565729341344,1565729354744,10762
3,1565729342047,1565729355245,14491
3,1565729342785,1565729355746,13592
3,1565729343252,1565729356345,8681
3,1565729343888,1565729356846,12035
3,1565729344608,1565729357348,13764
3,1565729345372,1565729357947,10751
3,1565729345969,1565729358448,11796
3,1565729346711,1565729358949,12634
3,1565729347470,1565729359450,15568
3,1565729348195,1565729360049,11218
3,1565729348827,1565729360550,10578
3,1565729349378,1565729361051,11876
3,1565729349997,1565729361651,9050
3,1565729350735,1565729362152,12974
3,1565729351414,1565729362706,11299
3,1565729352028,1565729363252,12728
3,1565729352898,1565729363753,14730
3,1565729353601,1565729364353,10533
3,1565729354233,1565729364854,11596
3,1565729354975,1565729365454,11800
3,1565729355632,1565729365955,15608
3,1565729356396,1565729366500,10899
3,1565729357205,1565729367001,13013
3,1565729358049,1565729367504,14274
3,1565729358685,1565729368005,12255
3,1565729359427,1565729368605,11316
3,1565729360067,1565729369106,12395
3,1565729360614,1565729369706,11900
3,1565729361441,1565729370207,14211
3,1565729362395,1565729370806,13839
3,1565729363031,1565729371307,12215
3,1565729363604,1565729371808,12415
3,1565729364519,1565729372408,13466
3,1565729365261,1565729372909,12894
3,1565729365999,1565729373509,11950
3,1565729366745,1565729374042,11425
3,1565729367483,1565729374543,14271
3,1565729368225,1565729375143,10983
3,1565729368865,1565729375644,13273
3,1565729369713,1565729376244,11900
3,1565729370557,1565729376844,13083
3,1565729371130,1565729377345,12495
3,1565729371935,1565729377846,15988
3,1565729372614,1565729378445,10350
3,1565729373250,1565729378946,11477
3,1565729374059,1565729379447,16347
3,1565729374695,1565729380046,9515
3,1565729375264,1565729380547,10798
3,1565729375900,1565729381048,11516
3,1565729376705,1565729381549,15908
3,1565729377451,1565729382148,11836
3,1565729378087,1565729382649,13373
3,1565729378829,1565729383150,12854
3,1565729379164,1565729383651,11916
3,1565729379885,1565729384152,9680
3,1565729380564,1565729384653,13353
3,1565729381412,1565729385181,15397
3,1565729382115,1565729385716,11214
3,1565729382747,1565729386217,14311
3,1565729383595,1565729386718,15249
3,1565729384146,1565729387317,9682
3,1565729384888,1565729387818,14331
3,1565729385821,1565729388319,14191
3,1565729386478,1565729388919,12750
3,1565729387305,1565729389420,14151
3,1565729387962,1565729390020,11366
3,1565729388895,1565729390521,16107
3,1565729389658,1565729391120,13121
3,1565729390316,1565729391621,11117
3,1565729390930,1565729392122,14870
3,1565729391778,1565729392722,12133
3,1565729392414,1565729393223,14910
3,1565729393262,1565729393822,12570
3,1565729394195,1565729394323,13712
3,1565729394729,1565729394824,10758
3,1565729395361,1565729395424,9900
3,1565729395895,1565729395925,9900
3,1565729396425,1565729396525,10050
3,1565729397078,1565729397125,6450
3,1565729397608,1565729397649,2385
